Fund,Company Name,Deployment Address,Deployment City,Deployment State,Deployment ZIP Code,Locations Deployed,Download/Upload Speed Tier,Deployment Year,Census Block,Latitude,Longitude,SAC
CAF II,"CENTURYLINK, INC.",4584 TURKEY SAG RD,KESWICK,VA,22947,2,10 Mbps/1 Mbps,2015,510030104011022,38.110703,-78.340397,190567
CAF II,"CENTURYLINK, INC.",1071 OLD LYNCHBURG RD,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2015,510030113011007,37.986341,-78.536617,190567
CAF II,"CENTURYLINK, INC.",151 DOWN HILL LN,SCHUYLER,VA,22969,1,10 Mbps/1 Mbps,2015,511259501001012,37.799377,-78.70465,190567
CAF II,"CENTURYLINK, INC.",4550 CLOVERFIELDS FARM,KESWICK,VA,22947,5,10 Mbps/1 Mbps,2015,510030104013005,38.048602,-78.338023,190567
CAF II,"CENTURYLINK, INC.",2298 STILLHOUSE CREEK RD,AFTON,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013054,37.97421,-78.734299,190567
CAF II,"CENTURYLINK, INC.",4280 SLAM GATE RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002024,38.155138,-78.688149,190567
CAF II,"CENTURYLINK, INC.",4148 SLAM GATE RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002027,38.148082,-78.697809,190567
CAF II,"CENTURYLINK, INC.",1060 FRAYS MOUNTAIN RD,EARLYSVILLE,VA,22936,1,10 Mbps/1 Mbps,2016,510030102012014,38.176412,-78.460081,190567
CAF II,"CENTURYLINK, INC.",5362 BREAK HEART RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002027,38.14106,-78.693036,190567
CAF II,"CENTURYLINK, INC.",4694 WATTS PSGE,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030102011042,38.161946,-78.400514,190567
CAF II,"CENTURYLINK, INC.",CENTRAL PLAINS RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2016,510650202003029,37.82292,-78.276948,190567
CAF II,"CENTURYLINK, INC.",5403 WINGSPREAD LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013099,37.919765,-78.688768,190567
CAF II,"CENTURYLINK, INC.",1861 SCOTTSVILLE RD,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.984834,-78.503182,190567
CAF II,"CENTURYLINK, INC.",2 CHEYENNE CT,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.93634,-78.338425,190567
CAF II,"CENTURYLINK, INC.",189 THOMAS FARM LN,PALMYRA,VA,22963,2,10 Mbps/1 Mbps,2015,510650201021001,37.934582,-78.341685,190567
CAF II,"CENTURYLINK, INC.",94 FAIRVIEW LN,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2016,510650202002061,37.854229,-78.249702,190567
CAF II,"CENTURYLINK, INC.",735 FRAYS RIDGE RD,EARLYSVILLE,VA,22936,1,10 Mbps/1 Mbps,2016,510030102012014,38.183987,-78.453155,190567
CAF II,"CENTURYLINK, INC.",3866 STARLIGHT RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022026,37.9495,-78.634151,190567
CAF II,"CENTURYLINK, INC.",2724 DAWSONS MILL RD,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2016,510030114003020,37.812773,-78.593559,190567
CAF II,"CENTURYLINK, INC.",1056 COURTHOUSE RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2016,510650202002061,37.853207,-78.255982,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.4 MILES S OF TURKEY TROT DR & SPRING VALLEY RD,LEXINGTON,VA,24450,1,10 Mbps/1 Mbps,2016,511639303002028,37.753047,-79.512503,190567
CAF II,"CENTURYLINK, INC.",4950 SUGAR HOLLOW RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002145,38.122423,-78.671452,190567
CAF II,"CENTURYLINK, INC.",455 LONESOME DOVE TRL,LEXINGTON,VA,24450,1,10 Mbps/1 Mbps,2015,511639303005019,37.844145,-79.572118,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.5 MILES NW OF FREE UNION RD & CHAPEL SPRING LN,FREE UNION,VA,22940,1,10 Mbps/1 Mbps,2016,510030101002094,38.180123,-78.586548,190567
CAF II,"CENTURYLINK, INC.",1889 ASHLAWN HIGHLAND DR,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.985494,-78.454454,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES E OF STILLHOUSE CREEK RD & PLANK RD,CROZET,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013041,37.989442,-78.716762,190567
CAF II,"CENTURYLINK, INC.",5337 ALBERENE RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030114004025,37.884206,-78.616945,190567
CAF II,"CENTURYLINK, INC.",4796 BLUFTON RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002118,38.15189,-78.666307,190567
CAF II,"CENTURYLINK, INC.",152 BEAVER POND RDG,TROY,VA,22974,1,10 Mbps/1 Mbps,2016,510650201013023,37.957822,-78.33887,190567
CAF II,"CENTURYLINK, INC.",4206 CEDAR LANE RD,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202002007,37.871441,-78.132345,190567
CAF II,"CENTURYLINK, INC.",1716 THOMAS JEFFERSON PKWY,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021036,37.983144,-78.430297,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES S OF S KESWICK DR & MARSHALL RD,LAKE MONTICELLO,VA,22974,1,10 Mbps/1 Mbps,2016,510650201013023,37.960708,-78.33376,190567
CAF II,"CENTURYLINK, INC.",1610 SHULER LN,STANLEY,VA,22851,1,10 Mbps/1 Mbps,2015,511390305001071,38.604207,-78.578761,190567
CAF II,"CENTURYLINK, INC.",5788 HENDERSON LN,COVESVILLE,VA,22931,1,10 Mbps/1 Mbps,2016,510030114004058,37.895692,-78.699434,190567
CAF II,"CENTURYLINK, INC.",4036 ROCK BRANCH RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013116,37.969914,-78.641036,190567
CAF II,"CENTURYLINK, INC.",2857 LAKE ALBEMARLE RD,CHARLOTTESVILLE,VA,22901,1,10 Mbps/1 Mbps,2016,510030101003072,38.114162,-78.636656,190567
CAF II,"CENTURYLINK, INC.",1978 SPRING VALLEY RD,LEXINGTON,VA,24450,4,10 Mbps/1 Mbps,2016,511639303002028,37.753451,-79.513152,190567
CAF II,"CENTURYLINK, INC.",657 ROCKY HOLLOW RD,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2015,510030105001009,38.055262,-78.426852,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SW OF SHENANDOAH NATIONAL PARK & EVERGREEN CHURCH RD,TWIN LAKES,VA,22973,2,10 Mbps/1 Mbps,2016,510790301021086,38.270418,-78.534798,190567
CAF II,"CENTURYLINK, INC.",1030 SAMUEL MILLER LOOP,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2015,510030112013035,38.005269,-78.700268,190567
CAF II,"CENTURYLINK, INC.",948 WOLF TRAP RD,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030105001009,38.062763,-78.411081,190567
CAF II,"CENTURYLINK, INC.",2935 SIMPSON LN,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2015,510030114003020,37.818487,-78.596583,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES NE OF LOUISA RD & DAGROCK LN,RIVANNA,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012052,38.060406,-78.289494,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES SW OF RETRIEVER RIDGE DR & LOVING RD,RIVANNA,VA,22942,1,10 Mbps/1 Mbps,2016,511099503003021,38.026774,-78.260996,190567
CAF II,"CENTURYLINK, INC.",6770 RIVER HILL LN,AFTON,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013055,37.991964,-78.735147,190567
CAF II,"CENTURYLINK, INC.",5387 LACKEY LN,COVESVILLE,VA,22931,1,10 Mbps/1 Mbps,2016,510030114004081,37.888482,-78.703803,190567
CAF II,"CENTURYLINK, INC.",855 COURTHOUSE RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650202001107,37.858285,-78.249831,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES NW OF PINE KNOB RD & BATTLECREEK RD,STANLEY,VA,22851,2,10 Mbps/1 Mbps,2016,511390305001034,38.607532,-78.588435,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES NE OF THOMAS JEFFERSON PKWY & HILLRIDGE DR,RIVANNA,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021068,37.949235,-78.368703,190567
CAF II,"CENTURYLINK, INC.",443 CAMPBELL RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012055,38.04139,-78.314003,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.4 MILES SW OF VA-641 & DAVIS RD,TWIN LAKES,VA,22968,2,10 Mbps/1 Mbps,2015,510790302002020,38.242562,-78.461274,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES E OF OLD SCHOOLHOUSE LN & MOUNT OLIVET RD,TWIN LAKES,VA,22935,1,10 Mbps/1 Mbps,2016,510790301024034,38.259769,-78.53285,190567
CAF II,"CENTURYLINK, INC.",2320 TAYLORS GAP RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013116,37.971936,-78.638295,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES NE OF IRISH RD & HERITAGE FARM LN,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2016,510030114001050,37.826558,-78.621628,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES E OF VENABLE RD & CEDAR LANE RD,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2016,510650202002007,37.877426,-78.126802,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES E OF ROUGEMONT FARM RD & GORDONSVILLE RD,GORDONSVILLE,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012052,38.072946,-78.294398,190567
CAF II,"CENTURYLINK, INC.",321 FERNCLIFF FARMS LN,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001011,37.9233,-78.124508,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SW OF VENABLE RD & DOGWOOD DR,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2016,510650202002011,37.878779,-78.163417,190567
CAF II,"CENTURYLINK, INC.",228 EVERGREEN RD,LOUISA,VA,23093,1,10 Mbps/1 Mbps,2016,511099504001034,37.950179,-78.145972,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SW OF SCOTTSVILLE RD & LIONS WATCH FARM,ESMONT,VA,22902,1,10 Mbps/1 Mbps,2015,510030113014019,37.903799,-78.545683,190567
CAF II,"CENTURYLINK, INC.",924 COURTHOUSE RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650202002061,37.856165,-78.250073,190567
CAF II,"CENTURYLINK, INC.",4448 PLANK RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022055,37.949658,-78.642197,190567
CAF II,"CENTURYLINK, INC.",6342 SCHOOLHOUSE HL,CHARLOTTESVILLE,VA,22903,2,10 Mbps/1 Mbps,2016,510030112013040,37.997463,-78.721273,190567
CAF II,"CENTURYLINK, INC.",2732 SOUTHERN HILLS CT,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022026,37.959938,-78.640969,190567
CAF II,"CENTURYLINK, INC.",5175 ALBERENE RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030114004025,37.888516,-78.611813,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES NE OF VENABLE RD & COVERED BRIDGE RD,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2016,510650202002006,37.882107,-78.108686,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES N OF MAYO DR & BACON HOLLOW RD,TWIN LAKES,VA,22935,1,10 Mbps/1 Mbps,2016,510790301021076,38.269857,-78.552615,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES NW OF PLANK RD & HEARTWOOD RD,CROZET,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013051,37.982873,-78.710621,190567
CAF II,"CENTURYLINK, INC.",1249 POUNDING CREEK RD,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2016,510030112013035,37.994807,-78.704025,190567
CAF II,"CENTURYLINK, INC.",5708 HARDROCK LN,COVESVILLE,VA,22931,1,10 Mbps/1 Mbps,2016,510030114004055,37.895185,-78.698017,190567
CAF II,"CENTURYLINK, INC.",28 HOPI WAY,PALMYRA,VA,22963,2,10 Mbps/1 Mbps,2016,510650201021001,37.940745,-78.337172,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SW OF SHENANDOAH NATIONAL PARK & EVERGREEN CHURCH RD,TWIN LAKES,VA,22973,1,10 Mbps/1 Mbps,2016,510790301021086,38.270796,-78.534147,190567
CAF II,"CENTURYLINK, INC.",2972 SCOTTSVILLE RD,CHARLOTTESVILLE,VA,22902,2,10 Mbps/1 Mbps,2016,510030113012029,37.955483,-78.528433,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SE OF ORCHARD ST & FREE UNION RD,FREE UNION,VA,22940,1,10 Mbps/1 Mbps,2016,510030101001049,38.190787,-78.57278,190567
CAF II,"CENTURYLINK, INC.",615 MARSHALL CT,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.95972,-78.522515,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.4 MILES N OF LOUISA RD & BRIDLESPUR FARM,RIVANNA,VA,22947,2,10 Mbps/1 Mbps,2015,510030104013011,38.033916,-78.353076,190567
CAF II,"CENTURYLINK, INC.",2565 NOVEMBER HILL FARM,KESWICK,VA,22947,2,10 Mbps/1 Mbps,2016,510030104011060,38.106034,-78.369784,190567
CAF II,"CENTURYLINK, INC.",174 HUNTING GREEN LN,KENTS STORE,VA,23084,2,10 Mbps/1 Mbps,2015,510650202001048,37.888569,-78.130332,190567
CAF II,"CENTURYLINK, INC.",947 ZION HILL RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012052,38.062292,-78.295855,190567
CAF II,"CENTURYLINK, INC.",4989 BYBEES CHURCH RD,TROY,VA,22974,3,10 Mbps/1 Mbps,2016,510650201011047,37.944981,-78.195636,190567
CAF II,"CENTURYLINK, INC.",1029 ZION HILL RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012052,38.064315,-78.295765,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES W OF THOMAS JEFFERSON PKWY & MILTON RD,PANTOPS,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021030,37.993164,-78.446986,190567
CAF II,"CENTURYLINK, INC.",91 TERRE HAUTE LN,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2016,510650202003018,37.828999,-78.270771,190567
CAF II,"CENTURYLINK, INC.",611 HUCKSTEP BRANCH LN,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104013024,38.019587,-78.344179,190567
CAF II,"CENTURYLINK, INC.",2228 LAKE MONTICELLO RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2016,510650201021025,37.92751,-78.321646,190567
CAF II,"CENTURYLINK, INC.",5522 SERENE LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030114004029,37.883855,-78.618969,190567
CAF II,"CENTURYLINK, INC.",5625 BROWNS GAP TPKE,CROZET,VA,22932,2,10 Mbps/1 Mbps,2016,510030101002000,38.221916,-78.675261,190567
CAF II,"CENTURYLINK, INC.",8 CHEYENNE CT,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.93728,-78.339121,190567
CAF II,"CENTURYLINK, INC.",446 KENTS STORE RD,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,511099504001042,37.92781,-78.114342,190567
CAF II,"CENTURYLINK, INC.",6430 ESMONT RD,KEENE,VA,22946,1,10 Mbps/1 Mbps,2016,510030114001025,37.85682,-78.561007,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES NW OF WESLEY CHAPEL RD & SPRINGWOOD DR,FREE UNION,VA,22940,2,10 Mbps/1 Mbps,2016,510030101003017,38.15912,-78.588836,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES SE OF LOUISA RD & CISMONT RIDGE RD,RIVANNA,VA,22947,2,10 Mbps/1 Mbps,2016,510030104012095,38.057821,-78.288999,190567
CAF II,"CENTURYLINK, INC.",2511 MARTIN KINGS RD,SCOTTSVILLE,VA,24590,2,10 Mbps/1 Mbps,2016,510030113013085,37.90772,-78.411584,190567
CAF II,"CENTURYLINK, INC.",6992 BURNT MOUNTAIN RD,AFTON,VA,22920,2,10 Mbps/1 Mbps,2016,510030112013054,37.969858,-78.744461,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES NW OF ROSELAND FARM & HALF MILE BRANCH RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030111003024,38.061634,-78.726049,190567
CAF II,"CENTURYLINK, INC.",978 WOLF TRAP RD,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030105001009,38.063346,-78.410973,190567
CAF II,"CENTURYLINK, INC.",899 LOVING RD,ZION CROSSROADS,VA,22942,1,10 Mbps/1 Mbps,2016,511099503003027,38.025298,-78.264284,190567
CAF II,"CENTURYLINK, INC.",4410 PIGEON TOP TRL,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002100,38.136271,-78.653748,190567
CAF II,"CENTURYLINK, INC.",2898 SOUTHERN HILLS DR,NORTH GARDEN,VA,22959,2,10 Mbps/1 Mbps,2016,510030112022026,37.954617,-78.641916,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES S OF GOOSE POND RD & GOLDEN HORSESHOE RD,STANARDSVILLE,VA,22973,1,10 Mbps/1 Mbps,2016,510790301021003,38.33842,-78.50697,190567
CAF II,"CENTURYLINK, INC.",1140 BISHOP LN,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.975961,-78.459998,190567
CAF II,"CENTURYLINK, INC.",217 DOWN HILL LN,SCHUYLER,VA,22969,1,10 Mbps/1 Mbps,2015,511259501001012,37.798354,-78.704678,190567
CAF II,"CENTURYLINK, INC.",81 PACE LN,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.984264,-78.5026,190567
CAF II,"CENTURYLINK, INC.",3735 CEDAR LANE RD,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202002008,37.867989,-78.140944,190567
CAF II,"CENTURYLINK, INC.",711 WOLF TRAP RD,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030105001018,38.056166,-78.407565,190567
CAF II,"CENTURYLINK, INC.",1346 JORDAN STORE RD,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001011,37.928086,-78.137262,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES NW OF SAMUEL MILLER LOOP & MILLER SCHOOL OF ALBERMARLE,CROZET,VA,22903,3,10 Mbps/1 Mbps,2016,510030112013035,38.000326,-78.704977,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES NE OF RED BIRD LN & DURRETT RIDGE RD,TWIN LAKES,VA,22973,3,10 Mbps/1 Mbps,2016,510790302002024,38.214643,-78.460398,190567
CAF II,"CENTURYLINK, INC.",233 KENT LN,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001048,37.895409,-78.118549,190567
CAF II,"CENTURYLINK, INC.",4524 BYBEES CHURCH RD,TROY,VA,22974,1,10 Mbps/1 Mbps,2016,510650202001022,37.936724,-78.196609,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.6 MILES NW OF DYKE RD & CHURCH LN,TWIN LAKES,VA,22935,1,10 Mbps/1 Mbps,2016,510790301021089,38.245458,-78.546511,190567
CAF II,"CENTURYLINK, INC.",1973 COTTAGE LN,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021036,37.982939,-78.428203,190567
CAF II,"CENTURYLINK, INC.",823 ZION HILL RD,KESWICK,VA,22947,2,10 Mbps/1 Mbps,2016,510030104012052,38.059033,-78.29608,190567
CAF II,"CENTURYLINK, INC.",3634 PLANK RD,NORTH GARDEN,VA,22959,2,10 Mbps/1 Mbps,2016,510030112022030,37.919272,-78.635303,190567
CAF II,"CENTURYLINK, INC.",753 WOLF TRAP RD,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030105001018,38.057724,-78.408991,190567
CAF II,"CENTURYLINK, INC.",3916 SLAM GATE RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002027,38.142839,-78.687938,190567
CAF II,"CENTURYLINK, INC.",576 FRAYS RIDGE RD,EARLYSVILLE,VA,22936,1,10 Mbps/1 Mbps,2015,510030102012008,38.18317,-78.444231,190567
CAF II,"CENTURYLINK, INC.",386 STONELEIGH RD,PALMYRA,VA,22963,2,10 Mbps/1 Mbps,2015,510650202002068,37.85736,-78.259835,190567
CAF II,"CENTURYLINK, INC.",2939 MILL GROVE LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022055,37.955302,-78.649801,190567
CAF II,"CENTURYLINK, INC.",2884 HEARTWOOD RD,AFTON,VA,22920,2,10 Mbps/1 Mbps,2016,510030112013051,37.969765,-78.716551,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES SE OF RED HILL RD & QUINTAS DAS TORRES FARM,ESMONT,VA,22959,1,10 Mbps/1 Mbps,2016,510030113014015,37.930478,-78.565698,190567
CAF II,"CENTURYLINK, INC.",1006 RESERVOIR RD,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2016,510030110002022,38.026061,-78.534381,190567
CAF II,"CENTURYLINK, INC.",3758 MONACAN TRAIL RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013099,37.950218,-78.663163,190567
CAF II,"CENTURYLINK, INC.",4357 SHARON RD,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2016,510030114003057,37.802211,-78.652648,190567
CAF II,"CENTURYLINK, INC.",6975 ROCKFISH RIVER RD,SCHUYLER,VA,22969,1,10 Mbps/1 Mbps,2015,511259501001021,37.796554,-78.706256,190567
CAF II,"CENTURYLINK, INC.",49 TERRE HAUTE LN,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2016,510650202003018,37.828623,-78.271578,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.7 MILES NW OF LYNN HAVEN FARM & COLES ROLLING RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030114001005,37.838577,-78.504334,190567
CAF II,"CENTURYLINK, INC.",9 CHICKASAW PL,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.938236,-78.337153,190567
CAF II,"CENTURYLINK, INC.",1528 RIDING CLUB RD,KEENE,VA,22946,1,10 Mbps/1 Mbps,2016,510030114001015,37.851795,-78.552729,190567
CAF II,"CENTURYLINK, INC.",4005 CEDAR GROVE LN,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012021,37.928173,-78.513361,190567
CAF II,"CENTURYLINK, INC.",169 CLARKS TRACT,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104013013,38.038047,-78.334513,190567
CAF II,"CENTURYLINK, INC.",4524 STONY POINT RD,BARBOURSVILLE,VA,22923,1,10 Mbps/1 Mbps,2015,510030104011019,38.121548,-78.341605,190567
CAF II,"CENTURYLINK, INC.",7754 PORTERS RD,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2015,510030114003020,37.818269,-78.593762,190567
CAF II,"CENTURYLINK, INC.",206 EVERGREEN RD,LOUISA,VA,23093,1,10 Mbps/1 Mbps,2016,511099504001034,37.949653,-78.147081,190567
CAF II,"CENTURYLINK, INC.",6324 SCHOOLHOUSE HL,CHARLOTTESVILLE,VA,22903,2,10 Mbps/1 Mbps,2016,510030112013040,37.997736,-78.720452,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES NW OF SCOTTSVILLE RD & LIONS WATCH FARM,ESMONT,VA,22902,1,10 Mbps/1 Mbps,2015,510030113014019,37.907054,-78.548076,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES W OF PACES STORE RD & IRISH RD,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2016,510030114001056,37.826132,-78.610378,190567
CAF II,"CENTURYLINK, INC.",4625 CLOVERFIELDS FARM,KESWICK,VA,22947,3,10 Mbps/1 Mbps,2015,510030104013005,38.047996,-78.337924,190567
CAF II,"CENTURYLINK, INC.",248 JAMES RIVER RD,SCOTTSVILLE,VA,24590,3,10 Mbps/1 Mbps,2015,510030114003152,37.804589,-78.504211,190567
CAF II,"CENTURYLINK, INC.",2362 THOMAS JEFFERSON PKWY,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021047,37.973128,-78.401581,190567
CAF II,"CENTURYLINK, INC.",1271 LOVING RD,ZION CROSSROADS,VA,22942,1,10 Mbps/1 Mbps,2016,511099503003021,38.029229,-78.261743,190567
CAF II,"CENTURYLINK, INC.",280 EVERGREEN RD,LOUISA,VA,23093,1,10 Mbps/1 Mbps,2016,511099504001034,37.951044,-78.146866,190567
CAF II,"CENTURYLINK, INC.",1701 TERRELL FOREST LN,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2016,510030113012029,37.957777,-78.559109,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES W OF SCOTTSVILLE RD & FAIRVIEW FARM,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030114001058,37.821407,-78.516088,190567
CAF II,"CENTURYLINK, INC.",1983 IRISH RD,ESMONT,VA,22937,2,10 Mbps/1 Mbps,2016,510030114003010,37.815648,-78.574725,190567
CAF II,"CENTURYLINK, INC.",7014 BLENHEIM RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030113014068,37.844201,-78.499525,190567
CAF II,"CENTURYLINK, INC.",417 FRIENDSHIP RD,PALMYRA,VA,22963,3,10 Mbps/1 Mbps,2015,510650201011040,37.884151,-78.26814,190567
CAF II,"CENTURYLINK, INC.",1115 CLUB DR,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104013066,38.005068,-78.350828,190567
CAF II,"CENTURYLINK, INC.",4538 PLANK RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022026,37.953336,-78.643902,190567
